reward.july,July,七月,Июль,7月,Juillet,Juli,7월,,
reward.august,August,八月,Август,8月,Août,August,8월,,
reward.september,September,九月,Сентябрь,9月,Septembre,September,9월,,
reward.cctober,October,十月,Октябрь,10月,Octobre,Oktober,10월,,
reward.november,November,十一月,Ноябрь,11月,Novembre,November,11월,,
reward.december,December,十二月,Декабрь,12月,Décembre,Dezember,12월,,
time.hours,HOURS,時,ЧАС.,小时,HEURES,STD,시간,,
time.minutes,MINUTES,分,МИН.,分钟,MINUTES,MINUTEN,분,,
reward.day2,DAY,日,День,天,JOUR,TAG,일,,
reward.day,Day,日,День,天,Jour,Tag,일,,
reward.come_back_everyday,Come back everyday \nto earn more gifts,毎日戻ってきて\nより多くのプレゼントを獲得しよう,Приходите каждый день\nи получайте новые подарки,每天回来\n获取更多礼物,Revenez chaque jour \npour gagner plus de cadeaux,"Komm jeden Tag zurück, um mehr Geschenke zu verdienen.",매일 접속하시고\n더 많은 선물을 받으세요,,
newreward.title,New reward!,新しい報酬！,Новая награда!,新奖励！,Nouvelle récompense !,Neue Belohnung!,새로운 보상이에요!,,
newreward.content,Watch a video ad to claim your rewards,報酬を手に入れるための広告ビデオを見る,"Посмотрите рекламу, чтобы получить вашу награду",观看一个广告视频即可领取奖励,Regardez une vidéo publicitaire pour réclamer vos récompenses,"Sieh dir ein Werbevideo an, um deine Belohnungen zu erhalten.",동영상을 시청하시고 보상을 받으세요,,
newreward.claim.button,Claim,要求する,ПОЛУЧИТЬ,领取,Réclamer,Erhalten,받기,,
settings.terms_of_use,Terms of use,利用規約,Условия использования,使用条款,Conditions d'utilisation,Nutzungsbedingungen,이용 약관,,
settings.privacy_policy,Privacy Policy,プライバシーポリシー,Политика конфиденциальности,隐私政策,Politique de confidentialité,Datenschutzbestimmungen,개인정보 처리방침,,
statistic.lifetime_score,Lifetime score,生涯スコア,Итоговый результат,终身分数,Score à vie,Lebenslange Punktzahl,지금까지 점수,,
statistic.week,Week,週間,Неделя,周,Semaine,Woche,주,,
statistic.month,Month,月,Месяц,月,Mois,Monat,달,,
statistic.year,Year,年,Год,年,Année,Jahr,년,,
statistic.today,Today,今日,Сегодня,今日,Aujourd'hui,Heute,오늘,,
statistic.weekly_average,Weekly average,週平均,В среднем за неделю,周均,Moyenne hebdomadaire,Wöchentlicher Durchschnitt,주간 평균,,
statistic.this_month,This month,今月,В этом месяце,本月,Ce mois-ci,Diesen Monat,이번 달,,
statistic.monthly_average,Monthly average,月平均,В среднем за месяц,月均,Moyenne mensuelle,Monatlicher Durchschnitt,월간 평균,,
statistic.this_year,This year,今年,В этом году,今年,Cette année,Dieses Jahr,올해,,
statistic.yearly_average,Yearly average,年間平均,В среднем за год,年均,Moyenne annuelle,Jahresdurchschnitt,연간 평균,,
shop.title,SHOP,ショップ,МАГАЗИН,商店,BOUTIQUE,GESCHÄFT,상점,,
shop.remove_ads,Remove ads,広告を削除,УБРАТЬ РЕКЛАМУ,移除广告,Supprimer les annonces,Werbung entfernen,광고 제거,,
shop.remove_ads.description,Only apply for banner at the bottom and full ads between game. Gift block and lucky spin are optional.,下部のバナーとゲーム間の完全な広告にのみ適用してください。ギフトブロックとラッキースピンはオプションです。,Подайте заявку только на баннер внизу и полную рекламу между играми.Блок подарков и счастливый спин не являются обязательными.,只适用于底部横幅和游戏之间的完整广告。礼品块和幸运旋转是可选的。,Ne demandez que la bannière en bas et les annonces complètes entre les parties. Le bloc cadeau et la rotation chanceuse sont facultatifs.,Beantragen Sie nur das Banner unten und die vollständigen Anzeigen zwischen den Spielen. Geschenkblock und Lucky Spin sind optional.,하단의 배너와 게임 사이의 전체 광고 만 신청하세요. 선물 블록과 럭키 스핀은 선택 사항입니다.,,
shop.purchased,Purchased,購入しました,Куплено,已购买,Acheté,Gekauft,구매함,,
shop.buy_successful.title,Congratulations!!,おめでとうございます!!,Поздравляем!,恭喜,Félicitations !!,Herzlichen Glückwunsch!!,축하합니다!!,,
shop.buy_successful.content1,You have exchanged {0} silver fishes. Enjoy!,{0}の銀の魚を交換しました。楽しんで！,Вы только что обменяли {0} серебряных рыбок. Наслаждайтесь!,你已兑换{0}银鱼。玩得开心！,Vous avez échangé {0} poissons d'argent. Prenez plaisir !,Du hast {0} Silberfische getauscht. Viel Spaß!,은색 물고기 {0}마리를 교환했어요. 즐겁게 플레이하세요!,,
shop.buy_iap_successful.content1,You've purchased \npackage {0} silver,{0}のシルバー パッケージを購入しました！,Вы приобрели\nнабор из {0} серебра,你已购买\n套餐{0}白银,Vous avez acheté \npackage {0} d'argent,Sie hast das \nPaket {0} Silber gekauft.,패키지 {0} 실버를\n구매하셨어요,,
shop.buy_iap_successful.content2,You've purchased\n package {0} gold,{0}のゴールド パッケージを購入しました！,Вы приобрели\nнабор из {0} золота,你已购买\n套餐{0}黄金,Vous avez acheté \npackage {0} d'or,Du hast das\n Paket {0} Gold gekauft.,패키지 {0} 골드를\n구매하셨어요,,
shop.buy_successful.content2,You have exchanged {0} gold fishes. Enjoy!,{0}の金の魚を交換しました。楽しんで！,Вы только что обменяли {0} золотых рыбок. Наслаждайтесь!,你已兑换{0}金鱼。玩得开心！,Vous avez échangé {0} poissons d'or. Prenez plaisir !,Du hast {0} Goldfische getauscht. Viel Spaß!,금색 물고기 {0}마리를 교환했어요. 즐겁게 플레이하세요!,,
shop.buy_not_successful.title,Not Enough Fishes,魚が足りません,Не хватает рыбок,没有足够的鱼,Pas assez de poissons,Nicht genug Fische,물고기가 부족합니다,,
shop.buy_not_successful.content,Need {0} gold fish to exchange for {1}  silver fishes,{0}の金の魚と{1}の銀の魚を交換する必要があります,"Вам нужно {0} золотых рыбок, чтобы получить {1} серебряных рыбок",需要{0}金鱼来兑换{1}银鱼,Besoin de {0} poissons d'or à échanger contre {1} poissons d'argent,"Du brauchst {0} Goldfische, um {1} Silberfische einzutauschen.",은색 물고기 {1}마리로 금색 물고기 {0}마리를 교환해야 합니다,,
shop.buy_not_successful.content2,Need {0} silver fishes to exchange for {1} gold fishes,{1}の金の魚と交換するには{0}の銀の魚が必要です,"Вам нужно {0} серебряных рыбок, чтобы получить {1} золотых рыбок",需要{0}银鱼来兑换{1}金鱼,Besoin de {0} poissons d'argent à échanger contre {1} poissons d'or,"Du brauchst {0} Silberfische, um {1} Goldfische einzutauschen.",금색 물고기 {1}마리로 은색 물고기 {0}마리를 교환해야 합니다,,
shop.buy_removeads_successful.content,You've purchased\nRemove Ads Package.,広告削除パッケージを\nご購入しました。,Вы приобрели\nнабор для отключения рекламы.,你已购买\n移除广告套餐。,Vous avez acheté\n le package de suppression d'annonces.,Du hast das\nWerbefreie Paket gekauft.,광고 제거 패키지를\n구매하셨습니다.,,
home.tap_me_to_choose_special_skill,Tap me to choose\n special skill,タップして特別なスキルを\n選択してください,Пришло время\nвыбрать особый навык,点击我以选择\n特殊技能,Appuyez pour choisir \nune aptitude spéciale,"Tippe mich, um eine Spezialfähigkeit zu wählen.",저를 눌러 스페셜\n스킬을 선택하세요,,
character.robinhood,Smash 1 random block\n and nearby cats.,3レベルごとにサンダーボールを投げる,Используйте шаровую молнию каждые 3 уровня,每3级投掷1个霹雳球,Lancez une thunderball tous les 3 niveaux,Wirf in jedem 3. Level eine Donnerkugel.,3레벨마다 썬더볼을 던집니다,,
character.warrior,Smash 2 random block\n and nearby cats.,3レベルごとに2つのサンダーボールを投げる,Используйте 2 шаровых молнии каждые 3 уровня,每3级投掷2个霹雳球,Lancez 2 thunderballs tous les 3 niveaux,Wirf in jedem 3. Level 2 Donnerkugeln.,3레벨마다 썬더볼 2개를 던집니다,,
character.king,Smash 3 random block\n and nearby cats.,サンダーボールを3つ\nボードに投げます,Бросьте 3 громовых шара\nна доску,投掷3个雷球\n到棋盘上,Lancez 3 boules de foudre\nsur le plateau,Wirf 3 Donnerbälle\nauf das Brett,썬더볼 3개를\n보드에 던지세요,,
character.magician,Freeze all upcoming blocks for 1 turn,3レベルごとに1ターンの間、\n後続のブロックをすべてフリーズします。,Заморозьте новые блоки на\n 1 ход каждые 3 уровня,每3级冻结所有即将到来的积木1回合,Geler tous les blocs à venir pendant\n 1 tour tous les 3 niveaux,Friere in jedem 3. Level alle kommenden\n Blöcke für 1 Spielzug ein.,3레벨마다 1턴 동안 앞으로의 모든 블록을 얼립니다,,
character.wizard,Activate all special blocks on the board.,盤上の全スペシャルブロックを発動。,Активирует все особые блоки на поле.,激活棋盘上的所有特殊方块。,Active tous les blocs spéciaux du plateau.,Aktiviert alle Spezialblöcke auf dem Spielfeld.,보드의 모든 특수 블록을 활성화합니다.,,
character.select.button,Select,選択,Выбрать,选择,Sélectionner,Auswählen,선택,,
character.selected.button,Selected,選択済み,Выбрано,已选择,Sélectionné,Ausgewählt,선택됨,,
gacha.you_get_a_new_haru_sticker,You get a\n new Haru sticker,新しいHaruステッカーが \nもらえます。,Вы получили\nновый стикер с Хару,你获得一个\n新哈鲁贴纸,Vous obtenez un\n nouvel autocollant Haru,Du erhältst einen neuen Haru-Sticker.,새로운 하루 스티커를\n받습니다,,
gacha.you_get_a_haru_sticker,You get a\nHaru sticker,Haruステッカーが\nもらえます。,Вы получили\nстикер с Хару,你获得一个\n哈鲁贴纸,Vous obtenez un\n autocollant Haru,Du erhältst einen\nHaru-Sticker.,하루 스티커를\n받습니다,,
gacha.first_time,"When unlocked, new Haru stickers will be available to use in your iMessage.",ロックを解除すると、\n新しいHaruステッカーが\niMessageで使用できるようになります。,"После разблокировки, вы сможете найти новые стикеры с Хару в iMessage.",解锁后。你还可以发送哈鲁作为iMessage中的贴纸！,"Lorsque déverrouillé, vous pouvez également envoyer Haru comme autocollant dans iMessage !",Wenn freigeschaltet. Du kannst Haru auch als Sticker in iMessage senden!,해금되면 iMessage에서 새로운 하루 스티커를 이용하실 수 있습니다.,,
